0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.499999999999999944e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01
1.600000000000000131e-04,1.399999999999999877e-04,2.000000000000000164e-05,3.499999999999999778e-01
2.079999999999999818e-03,2.040000000000000147e-03,4.000000000000000327e-05,4.000000000000000222e-01
1.400000000000000029e-02,1.392000000000000008e-02,8.000000000000000654e-05,4.500000000000000111e-01
5.994000000000000022e-02,5.979999999999999899e-02,1.399999999999999877e-04,5.000000000000000000e-01
1.783800000000000108e-01,1.782199999999999895e-01,1.600000000000000131e-04,5.500000000000000444e-01
3.763400000000000079e-01,3.761800000000000144e-01,1.600000000000000131e-04,5.999999999999999778e-01
6.006399999999999517e-01,6.004800000000000137e-01,1.600000000000000131e-04,6.500000000000000222e-01
7.802799999999999736e-01,7.801200000000000356e-01,1.600000000000000131e-04,6.999999999999999556e-01
8.900599999999999623e-01,8.899000000000000243e-01,1.600000000000000131e-04,7.500000000000000000e-01
9.471199999999999619e-01,9.469600000000000239e-01,1.600000000000000131e-04,8.000000000000000444e-01
9.774199999999999555e-01,9.772600000000000176e-01,1.600000000000000131e-04,8.499999999999999778e-01
9.916599999999999859e-01,9.915000000000000480e-01,1.600000000000000131e-04,9.000000000000000222e-01
9.978599999999999692e-01,9.977000000000000313e-01,1.600000000000000131e-04,9.499999999999999556e-01
9.999400000000000510e-01,9.997800000000000020e-01,1.600000000000000131e-04,1.000000000000000000e+00
