0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01
3.320000000000000034e-03,6.400000000000000524e-04,2.680000000000000090e-03,2.999999999999999889e-01
4.721999999999999809e-02,1.027999999999999921e-02,3.694000000000000061e-02,4.000000000000000222e-01
1.593600000000000017e-01,4.490000000000000241e-02,1.144600000000000062e-01,5.000000000000000000e-01
3.226600000000000024e-01,1.089399999999999952e-01,2.137199999999999933e-01,5.999999999999999778e-01
4.764999999999999791e-01,1.775200000000000111e-01,2.989800000000000235e-01,6.999999999999999556e-01
6.095000000000000417e-01,2.421800000000000064e-01,3.673199999999999799e-01,8.000000000000000444e-01
7.297799999999999843e-01,3.043799999999999839e-01,4.254000000000000004e-01,9.000000000000000222e-01
8.611799999999999455e-01,3.685599999999999987e-01,4.926200000000000023e-01,1.000000000000000000e+00
